0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
7.993046,26.131668,96.646034,1.000000
-0.830489,17.838921,91.111359,0.807551
-9.118054,11.567825,85.498260,0.611277
-14.313683,7.632133,81.000946,0.176965
-16.831070,6.863331,78.368950,0.033074
-18.053400,6.720619,75.930450,0.014123
-18.400099,7.755699,74.775604,0.240955
-18.406006,9.161247,74.351273,0.407514
-17.931307,11.021576,74.190125,0.487997
-17.294538,13.072449,74.230759,0.496608
-16.881714,14.807816,74.398529,0.436585
-16.652122,16.160500,74.534767,0.353531
-16.272438,16.931671,74.615860,0.297030
-15.676706,17.898979,74.520271,0.276624
-14.876553,19.419769,73.982910,0.278034
-14.861554,21.557014,73.117180,0.285905
-15.446544,23.503250,72.335670,0.291120
-15.679755,24.519836,71.869614,0.295860
-15.281307,25.084610,71.345139,0.288180
-12.909784,24.887283,70.725769,0.281109
-8.058799,23.499680,70.220665,0.279523
-2.347165,21.540939,69.867073,0.264733
3.363892,19.938942,69.513840,0.252627
7.887655,18.535912,69.172005,0.266477
11.079731,16.883331,68.662521,0.341324
12.512098,17.277267,68.549118,0.330162
12.984020,17.105171,68.468338,0.299330
12.855885,16.882347,68.442528,0.305542
11.955999,16.709206,68.421158,0.314381
10.235305,16.020302,68.175911,0.329053
7.318554,14.559196,67.619492,0.348732
4.339256,12.971134,66.959885,0.355840
1.981816,12.011539,66.220993,0.367963
-1.101775,10.521931,64.912537,0.352169
-3.608631,8.153481,63.989262,0.315649
-6.710629,7.734501,63.708065,0.318566
-9.604278,7.281147,63.279919,0.340700
-11.611479,7.625854,63.188938,0.370344
-12.935441,7.905197,63.145256,0.395827
-14.160237,8.518051,63.326897,0.403049
-14.947839,8.827869,63.501831,0.402206
-15.494750,8.957890,63.386654,0.396821
-15.849733,9.021908,63.304569,0.398820
-16.098577,9.009731,63.284016,0.409430
-16.110703,9.100822,63.338718,0.423699
-15.446217,9.038372,63.421936,0.434369
-13.638493,8.756107,63.648403,0.453330
-11.503204,8.216267,63.803200,0.472772
-8.280581,7.189365,63.674717,0.458550
-4.908548,5.584431,63.489590,0.449746
-2.664126,5.131126,63.348068,0.433868
-0.601618,4.345055,63.060722,0.464580
0.875852,3.540310,62.750801,0.518187
1.720280,2.590183,62.246624,0.557311
2.221171,1.666279,61.825748,0.623447
2.216012,1.353378,61.430588,0.625271
1.238470,1.231411,61.100262,0.640606
0.497529,0.938354,60.757393,0.650371
-0.423907,0.651802,60.543507,0.670659
-1.551901,0.726727,60.259995,0.667003
-2.768809,0.683437,59.894024,0.660955
-2.929914,-0.374580,60.058670,0.669069
-4.075891,-0.876900,59.936127,0.532798
-5.809928,-0.573124,59.695503,0.516133
-7.132662,-0.360416,59.482712,0.481243
-7.880417,-0.276276,59.377918,0.455517
-8.664852,0.348461,59.271061,0.500946
-8.916779,0.666458,59.156437,0.545831
-9.131113,0.893951,59.045719,0.579732
-9.282509,0.901722,58.938663,0.592282
-9.499951,0.771584,58.807751,0.566398
-9.886758,0.680515,58.638088,0.491370
-10.075724,0.700531,58.565987,0.501656
-10.188745,0.862488,58.606148,0.523697
-10.607694,1.041019,58.955410,0.537416
-10.702129,1.381214,59.542160,0.516336
-11.130260,1.737518,60.278309,0.449458
-11.439301,2.712082,61.174408,0.396925
-11.024671,3.726074,62.073723,0.382111
-10.036944,4.771996,62.696934,0.379509
-8.427503,5.806164,63.540878,0.376274
-6.506233,6.218033,63.818832,0.362017
-4.826492,6.421299,63.954556,0.355418
-2.559437,6.263355,64.016167,0.347334
0.423217,6.431473,64.127121,0.387278
2.182652,6.516876,64.151451,0.420976
3.787504,6.583668,64.237663,0.426709
5.154677,6.666763,64.320015,0.418988
6.024370,6.774517,64.370193,0.413840
6.295337,6.867489,64.371239,0.422187
6.470201,7.122425,64.413750,0.425983
6.334257,7.001438,64.335670,0.355508
5.626733,6.641491,64.191422,0.348795
4.368720,5.371449,63.691948,0.349212
3.299264,3.912941,63.156212,0.349831
1.339842,3.127113,62.355148,0.360422
-0.485095,1.978996,61.933945,0.350947
-2.505589,1.151859,61.707588,0.284610
-3.791683,0.876251,61.700455,0.301069
-4.738115,0.978542,61.990379,0.353065
-5.382183,1.650772,62.166168,0.391463
-5.414332,2.161575,62.342590,0.386376
-5.228327,2.408585,62.629955,0.361247
-4.608327,2.471214,62.954639,0.354982
-3.363019,2.362022,63.218414,0.342803
-1.618847,1.814529,63.401775,0.323933
0.406475,1.103542,63.540436,0.325352
2.324048,0.634224,63.681572,0.338589
4.967729,-0.230228,63.779331,0.345430
6.821728,-0.699039,63.847019,0.329930
8.199693,-1.063351,63.844593,0.327736
9.466010,-1.754978,63.826683,0.317299
10.289189,-2.339798,63.738613,0.308990
10.779926,-3.255917,63.560467,0.322049
11.124487,-4.465549,63.382755,0.349654
11.094846,-4.956432,63.238228,0.344830
10.481803,-5.665710,62.692230,0.304213
9.493842,-6.205227,62.042831,0.297285
7.956466,-6.993504,61.303493,0.284595
6.553846,-7.412315,60.639595,0.285715
5.473123,-7.564079,60.197685,0.324303
4.700040,-7.381676,59.680298,0.288648
3.534035,-7.231766,59.424873,0.278827
2.140173,-7.381321,59.971725,0.248549
1.285443,-7.011684,59.774658,0.260620
0.671791,-6.660023,59.822929,0.285327
-0.418492,-6.375420,59.972218,0.280339
-1.198082,-5.972263,60.210514,0.277793
-1.922473,-5.463623,60.438805,0.271812
-1.947461,-5.122997,60.808285,0.248130
-1.944916,-4.985683,61.520355,0.204499
